source,simplification,sentence_id,simplification_type,system_name,aspect,rating
"Since 2000, the recipient of the Kate Greenaway Medal has also been presented with the Colin Mears Award to the value of £5000.","Since 2000, the host of the Kate Greenaway medal has also been made with the Colin Mears price to the value of £5000.",7,system,SBMT-SARI.tok.low,simplicity,9
"Since 2000, the recipient of the Kate Greenaway Medal has also been presented with the Colin Mears Award to the value of £5000.","Since 2000, the host of the Kate Greenaway medal has also been made with the Colin Mears price to the value of £5000.",7,system,SBMT-SARI.tok.low,meaning,17
"Since 2000, the recipient of the Kate Greenaway Medal has also been presented with the Colin Mears Award to the value of £5000.","Since 2000, the host of the Kate Greenaway medal has also been made with the Colin Mears price to the value of £5000.",7,system,SBMT-SARI.tok.low,fluency,21
"Since 2000, the recipient of the Kate Greenaway Medal has also been presented with the Colin Mears Award to the value of £5000.","Since 2000, the host of the Kate Greenaway medal has also been made with the Colin Mears price to the value of £5000.",7,system,SBMT-SARI.tok.low,meaning,10
"Since 2000, the recipient of the Kate Greenaway medal has also been presented with the Colin Mears award to the value of £5000.",Many people who receive the Kate Greenaway medal also win the Colin Mears award. its worth £5000.,7,human,asset,fluency,49
"Since 2000, the recipient of the Kate Greenaway Medal has also been presented with the Colin Mears Award to the value of £5000.","Since 2000, the host of the Kate Greenaway medal has also been made with the Colin Mears price to the value of £5000.",7,system,SBMT-SARI.tok.low,meaning,76
"Since 2000, the recipient of the Kate Greenaway Medal has also been presented with the Colin Mears Award to the value of £5000.","Since 2000, the host of the Kate Greenaway medal has also been made with the Colin Mears price to the value of £5000.",7,system,SBMT-SARI.tok.low,simplicity,0
"Since 2000, the recipient of the Kate Greenaway Medal has also been presented with the Colin Mears Award to the value of £5000.","Since 2000, the host of the Kate Greenaway medal has also been made with the Colin Mears price to the value of £5000.",7,system,SBMT-SARI.tok.low,fluency,54
"Since 2000, the recipient of the Kate Greenaway Medal has also been presented with the Colin Mears Award to the value of £5000.","Since 2000, the host of the Kate Greenaway medal has also been made with the Colin Mears price to the value of £5000.",7,system,SBMT-SARI.tok.low,fluency,80
"Since 2000, the recipient of the Kate Greenaway Medal has also been presented with the Colin Mears Award to the value of £5000.","Since 2000, the host of the Kate Greenaway medal has also been made with the Colin Mears price to the value of £5000.",7,system,SBMT-SARI.tok.low,meaning,49
"Since 2000, the recipient of the Kate Greenaway Medal has also been presented with the Colin Mears Award to the value of £5000.","Since 2000, the host of the Kate Greenaway medal has also been made with the Colin Mears price to the value of £5000.",7,system,SBMT-SARI.tok.low,simplicity,13
"Since 2000, the recipient of the Kate Greenaway Medal has also been presented with the Colin Mears Award to the value of £5000.","Since 2000, the host of the Kate Greenaway medal has also been made with the Colin Mears price to the value of £5000.",7,system,SBMT-SARI.tok.low,simplicity,20
"Since 2000, the recipient of the Kate Greenaway Medal has also been presented with the Colin Mears Award to the value of £5000.","Since 2000, the host of the Kate Greenaway medal has also been made with the Colin Mears price to the value of £5000.",7,system,SBMT-SARI.tok.low,meaning,5
"Since 2000, the recipient of the Kate Greenaway Medal has also been presented with the Colin Mears Award to the value of £5000.","Since 2000, the host of the Kate Greenaway medal has also been made with the Colin Mears price to the value of £5000.",7,system,SBMT-SARI.tok.low,fluency,15
"Since 2000, the recipient of the Kate Greenaway Medal has also been presented with the Colin Mears Award to the value of £5000.","Since 2000, the host of the Kate Greenaway medal has also been made with the Colin Mears price to the value of £5000.",7,system,SBMT-SARI.tok.low,meaning,24
"Since 2000, the recipient of the Kate Greenaway Medal has also been presented with the Colin Mears Award to the value of £5000.","Since 2000, the host of the Kate Greenaway medal has also been made with the Colin Mears price to the value of £5000.",7,system,SBMT-SARI.tok.low,fluency,80
"Following the drummers are dancers, who often play the Sogo( a tiny drum that makes almost no sound) and tend to have more elaborate — even acrobatic — choreography.",Drummers playing a Sogo (a tiny drum that makes little sound) are followed by Elborately choreographed dancers.,8,human,turkcorpus,simplicity,100
"Following the drummers are dancers, who often play the Sogo( a tiny drum that makes almost no sound) and tend to have more elaborate — even acrobatic — choreography.",Drummers playing a Sogo (a tiny drum that makes little sound) are followed by Elborately choreographed dancers.,8,human,turkcorpus,fluency,100
"Following the drummers are dancers, who often play the Sogo( a tiny drum that makes almost no sound) and tend to have more elaborate — even acrobatic — choreography.",Drummers playing a Sogo (a tiny drum that makes little sound) are followed by Elborately choreographed dancers.,8,human,turkcorpus,meaning,82
"Following the drummers are dancers, who often play the Sogo( a tiny drum that makes almost no sound) and tend to have more elaborate — even acrobatic — choreography.","After the drummers are dancers, who often play the Sogo (a small drum that makes almost no sound). They are often seen as a group of people in the group.",8,system,ACCESS.tok.low,fluency,32
"Following the drummers are dancers, who often play the Sogo( a tiny drum that makes almost no sound) and tend to have more elaborate — even acrobatic — choreography.","After the drummers are dancers, who often play the Sogo (a small drum that makes almost no sound). They are often seen as a group of people in the group.",8,system,ACCESS.tok.low,meaning,21
"Following the drummers are dancers, who often play the Sogo( a tiny drum that makes almost no sound) and tend to have more elaborate — even acrobatic — choreography.","After the drummers are dancers, who often play the Sogo (a small drum that makes almost no sound). They are often seen as a group of people in the group.",8,system,ACCESS.tok.low,simplicity,0
"Following the drummers are dancers, who often play the sogo (a tiny drum that makes almost no sound) and tend to have more elaborate — even acrobatic — choreography.",Drummers playing a Sogo (a tiny drum that makes little sound) are followed by Elborately choreographed dancers.,8,human,turkcorpus,fluency,13
"Following the drummers are dancers, who often play the sogo (a tiny drum that makes almost no sound) and tend to have more elaborate — even acrobatic — choreography.","After the drummers are dancers, who often play the Sogo (a small drum that makes almost no sound). They are often seen as a group of people in the group.",8,system,ACCESS.tok.low,meaning,40
"Following the drummers are dancers, who often play the sogo (a tiny drum that makes almost no sound) and tend to have more elaborate — even acrobatic — choreography.",Drummers playing a Sogo (a tiny drum that makes little sound) are followed by Elborately choreographed dancers.,8,human,turkcorpus,meaning,57
"Following the drummers are dancers, who often play the Sogo( a tiny drum that makes almost no sound) and tend to have more elaborate — even acrobatic — choreography.","After the drummers are dancers, who often play the Sogo (a small drum that makes almost no sound). They are often seen as a group of people in the group.",8,system,ACCESS.tok.low,meaning,54
"Following the drummers are dancers, who often play the Sogo( a tiny drum that makes almost no sound) and tend to have more elaborate — even acrobatic — choreography.","After the drummers are dancers, who often play the Sogo (a small drum that makes almost no sound). They are often seen as a group of people in the group.",8,system,ACCESS.tok.low,meaning,100
"Following the drummers are dancers, who often play the sogo (a tiny drum that makes almost no sound) and tend to have more elaborate — even acrobatic — choreography.","After the drummers are dancers, who often play the Sogo (a small drum that makes almost no sound). They are often seen as a group of people in the group.",8,system,ACCESS.tok.low,simplicity,1
"Following the drummers are dancers, who often play the Sogo( a tiny drum that makes almost no sound) and tend to have more elaborate — even acrobatic — choreography.",Drummers playing a Sogo (a tiny drum that makes little sound) are followed by Elborately choreographed dancers.,8,human,turkcorpus,simplicity,49
"Following the drummers are dancers, who often play the sogo (a tiny drum that makes almost no sound) and tend to have more elaborate — even acrobatic — choreography.",Drummers playing a Sogo (a tiny drum that makes little sound) are followed by Elborately choreographed dancers.,8,human,turkcorpus,fluency,96
"Following the drummers are dancers, who often play the sogo (a tiny drum that makes almost no sound) and tend to have more elaborate — even acrobatic — choreography.",Drummers playing a Sogo (a tiny drum that makes little sound) are followed by Elborately choreographed dancers.,8,human,turkcorpus,simplicity,6
"Following the drummers are dancers, who often play the sogo (a tiny drum that makes almost no sound) and tend to have more elaborate — even acrobatic — choreography.","After the drummers are dancers, who often play the Sogo (a small drum that makes almost no sound). They are often seen as a group of people in the group.",8,system,ACCESS.tok.low,simplicity,1
